,name,rating,address,ave_price,url,tel,place_id,lat,lng
13,阿郎薄皮餃子台式小酒館,4.5,臺北市大安區忠孝東路四段177號2號樓之2,150.0,https://ifoodie.tw/restaurant/5f0485002756dd1ba07ed274-%E9%98%BF%E9%83%8E%E8%96%84%E7%9A%AE%E9%A4%83%E5%AD%90%E5%8F%B0%E5%BC%8F%E5%B0%8F%E9%85%92%E9%A4%A8,0287716686,EjoxMDblj7DngaPlj7DljJfluILlpKflronljYDlv6DlrZ3mnbHot6_lm5vmrrUxNzfomZ_mqJPkuYsyIiMaIQoWChQKEgn1WJkNxatCNBH_dS7PAyv-NxIH5qiT5LmLMg,25.0417234,121.55062590000001
14,榕RON Cafe,4.2,臺北市士林區中山北路五段461巷21號,330.0,https://ifoodie.tw/restaurant/559d7abdc03a103ee86c7df8-%E6%A6%95RON-Cafe,0228836883,ChIJzeba56SuQjQRpwMeqiNiqJA,25.091456,121.527133
15,À Point 艾朋牛排餐酒館,4.5,臺北市信義區忠孝東路五段139號2樓,1500.0,https://ifoodie.tw/restaurant/59456f762756dd524dd08e03-%C3%80-Point-%E8%89%BE%E6%9C%8B%E7%89%9B%E6%8E%92%E9%A4%90%E9%85%92%E9%A4%A8,0227567788,EjQxMTDlj7DngaPlj7DljJfluILkv6HnvqnljYDlv6DlrZ3mnbHot6_kupTmrrUxMznomZ8yIh0aGwoWChQKEgmFzOOGu6tCNBEldiMksDudIhIBMg,25.0412618,121.5679254
16,ONCE Cafe & Bar,4.6,臺北市萬華區西寧南路82巷2號,300.0,https://ifoodie.tw/restaurant/5ca372142756dd62daaf41b7-ONCE-Cafe-%26-Bar,0223316266,ChIJN0j_rAmpQjQR9nqPCJjPtbw,25.042325,121.505769
17,AgustoChef  餐酒館 大安店,4.7,臺北市大安區忠孝東路四段216巷27弄15號1樓,800.0,https://ifoodie.tw/restaurant/5f9027ca8c906d5fa569868c-AgustoChef-%E9%A4%90%E9%85%92%E9%A4%A8-%E5%A4%A7%E5%AE%89%E5%BA%97,0227710075,Ej4xMDblj7DngaPlj7DljJfluILlpKflronljYDlv6DlrZ3mnbHot6_lm5vmrrUyMTblt7cyN-W8hDE16JmfMSIdGhsKFgoUChIJJRbw_MWrQjQRXzt7alM-SIYSATE,25.0400263,121.5538803
18,杯盃 PuiBui Cafe & Lounge,4.7,臺北市大安區信義路四段30巷48號,150.0,https://ifoodie.tw/restaurant/5fb28077d6895d036417ea89-%E6%9D%AF%E7%9B%83-PuiBui-Cafe-%26-Lou,0227009082,ChIJ_XCQOdOrQjQRDu3p6ImznEM,25.0318483,121.54449109999999
19,Waiting Bistro,4.5,台北市大安區忠孝東路三段251巷13弄6號1樓,250.0,https://ifoodie.tw/restaurant/5703c9d7699b6e5e09ac4f08-Waiting-Bistro,0928233583,Ej0xMDblj7DngaPlj7DljJfluILlpKflronljYDlv6DlrZ3mnbHot6_kuInmrrUyNTHlt7cxM-W8hDbomZ8xIh0aGwoWChQKEgmLGWyS2atCNBGO0u4B39-1shIBMQ,25.0438197,121.54192549999999
20,Le Ming麵食精釀餐酒館 台北中山店,4.6,臺北市中山區中山北路一段135巷1號,300.0,https://ifoodie.tw/restaurant/5f3d35962756dd0a83ee64b4-Le-Ming%E9%BA%B5%E9%A3%9F%E7%B2%BE%E9%87%80%E9%A4%90%E9%85%92%E9%A4%A8-%E5%8F%B0%E5%8C%97%E4%B8%AD%E5%B1%B1%E5%BA%97,0225813501,ChIJpUdlKW-pQjQRqEgiPStfgEA,25.0513834,121.5227655
21,LORE Taipei,4.2,臺北市中正區信義路二段259號1樓,600.0,https://ifoodie.tw/restaurant/5f9be7eb2261392f566e483a-LORE-Taipei,0223515673,EjExMDDlj7DngaPlj7DljJfluILkuK3mraPljYDkv6Hnvqnot6_kuozmrrUyNTnomZ8xIh0aGwoWChQKEgkHwIX-galCNBEmZfi28W8unxIBMQ,25.033883,121.531609
22,Bottless 非瓶,4.4,台北市松山區慶城街26號,1000.0,https://ifoodie.tw/restaurant/5eb111abd6895d1de0e5f46b-Bottless-%E9%9D%9E%E7%93%B6,0225140089,ChIJKf9fpuerQjQRBOGBq9ACem8,25.0538776,121.54584320000001
23,Parko Parco 義大利牛肚包 中山店,4.5,臺北市大同區赤峰街8巷20之1號,500.0,https://ifoodie.tw/restaurant/5f8afe1d2756dd258386b935-Parko-Parco-%E7%BE%A9%E5%A4%A7%E5%88%A9%E7%89%9B%E8%82%9A%E5%8C%85-%E4%B8%AD,0225508976,ChIJ32bX7WupQjQRabkgbtuGBmU,25.0538074,121.5186808
24,Last Order 餐酒館,4.6,臺北市萬華區漢口街二段75之1號,500.0,https://ifoodie.tw/restaurant/5a60e2b72756dd60a421a22d-Last-Order-%E9%A4%90%E9%85%92%E9%A4%A8,0223822789,ChIJZbMVLw-pQjQRrojIUQPTyj8,25.046170999999998,121.50513899999999
25,噶瑪蘭威士忌酒吧,4.8,臺北市中山區南京東路二段1號2樓,1200.0,https://ifoodie.tw/restaurant/5f5b88102756dd155d8f10dc-%E5%99%B6%E7%91%AA%E8%98%AD%E5%A8%81%E5%A3%AB%E5%BF%8C%E9%85%92%E5%90%A7,0225210880,EjQxMDQ5MeWPsOeBo-WPsOWMl-W4guS4reWxseWNgOWNl-S6rOadsei3r-S6jOautTHomZ8yIh0aGwoWChQKEgk3BrtdZqlCNBEPTRc5qjX6_hIBMg,25.0523303,121.5279494
26,南村｜私廚‧小酒棧,4.5,臺北市大安區忠孝東路四段216巷33弄10號,1210.0,https://ifoodie.tw/restaurant/5867f4b62756dd7579b8f434-%E5%8D%97%E6%9D%91%EF%BD%9C%E7%A7%81%E5%BB%9A%E2%80%A7%E5%B0%8F%E9%85%92%E6%A3%A7,0227117272,ChIJaVwVV8-rQjQR2Z9zT-npveo,25.0392884,121.55348959999999
27,Book ing bar,4.7,台北市大安區仁愛路四段345巷15弄10號,300.0,https://ifoodie.tw/restaurant/5bab332923679c79775b6751-Book-ing-bar,0227754941,ChIJt154rsirQjQRz5bhJN1R1Ik,25.0387838,121.55446599999999
28,CHENDU 94 心肝寶貝,4.6,台北市萬華區成都路94號,300.0,https://ifoodie.tw/restaurant/5d7b151c8c906d410ea08e97-CHENDU-94-%E5%BF%83%E8%82%9D%E5%AF%B6%E8%B2%9D,0223888694,ChIJVZkNXwipQjQROhdh74kCK1c,25.043034,121.50438700000001
29,童裏心柑仔店ÖMAR放感情,4.8,臺北市大安區忠孝東路四段223巷20弄3號,600.0,https://ifoodie.tw/restaurant/5e8705802261395ba4b0b51c-%E7%AB%A5%E8%A3%8F%E5%BF%83%E6%9F%91%E4%BB%94%E5%BA%97%C3%96MAR%E6%94%BE%E6%84%9F%E6%83%85,0227711259,ChIJtf2DMcSrQjQRxnAje1bMghY,25.042583,121.5531777
30,Ulove羽樂歐陸創意料理,4.7,臺北市松山區南京東路四段162號,600.0,https://ifoodie.tw/restaurant/5ae367632756dd3a035aa679-Ulove%E7%BE%BD%E6%A8%82%E6%AD%90%E9%99%B8%E5%89%B5%E6%84%8F%E6%96%99%E7%90%86,0225782656,ChIJMZReWeqrQjQRwtMLUZ1DMT4,25.051395199999998,121.55667209999999
31,She_Design tapas soju bar,4.5,臺北市信義區基隆路一段127號,800.0,https://ifoodie.tw/restaurant/57d59cf22756dd05d585abd8-She_Design-tapas-soj,0287873918,ChIJATL2yr2rQjQRugVHEB-Oka4,25.044506,121.566848
32,Joseph Bistro 想想廚房,4.3,臺北市中山區松江路69巷13號,500.0,https://ifoodie.tw/restaurant/55a5fbe6c03a102ec1415c9e-Joseph-Bistro-%E6%83%B3%E6%83%B3%E5%BB%9A%E6%88%BF,0225081329,ChIJpeXMgGGpQjQR8wcOT2S0PkU,25.0494592,121.5343787
33,大亨餐酒館 Rich Restaurant,4.7,臺北市中山區天津街63號1樓,1500.0,https://ifoodie.tw/restaurant/5f6d90fa2261393eb5508871-%E5%A4%A7%E4%BA%A8%E9%A4%90%E9%85%92%E9%A4%A8-Rich-Restauran,0225423388,EiwxMDQ5MeWPsOeBo-WPsOWMl-W4guS4reWxseWNgOWkqea0peihlzYz6JmfMSIdGhsKFgoUChIJyd4kMm-pQjQRfR27iT3RoX0SATE,25.051619199999998,121.5235351
34,福旺珈琲餐館 Food-Wong Cafe',4.6,臺北市信義區忠孝東路五段524巷一弄7號,450.0,https://ifoodie.tw/restaurant/5d8a26612756dd52a98c48b8-%E7%A6%8F%E6%97%BA%E7%8F%88%E7%90%B2%E9%A4%90%E9%A4%A8-Food-Wong-Caf,0227271098,ChIJRYyeqqGrQjQRTYYxNeKaMIs,25.041325,121.579704
35,BarTwo Taipei 吧吐,4.8,臺北市中山區新生北路二段68巷11號,1200.0,https://ifoodie.tw/restaurant/5f982d0e2756dd19316438e0-BarTwo-Taipei-%E5%90%A7%E5%90%90,0225818382,ChIJLQZ0X12pQjQRY4RZ90qYnH4,25.056452899999996,121.52677150000001
36,木衛二 醫務所,4.2,臺北市大安區光復南路280巷46號1樓,350.0,https://ifoodie.tw/restaurant/5f52fdde2756dd18d60489f6-%E6%9C%A8%E8%A1%9B%E4%BA%8C-%E9%86%AB%E5%8B%99%E6%89%80,0227313800,EjMxMDblj7DngaPlj7DljJfluILlpKflronljYDlhYnlvqnljZfot68yODDlt7c0NuiZnzEiHRobChYKFAoSCT37nxfGq0I0Edz4yerfHA24EgEx,25.0399083,121.55533870000001
37,Thaï.J ATT,4.2,臺北市信義區松壽路12號10樓,700.0,https://ifoodie.tw/restaurant/5a47a44923679c1fb30f44a1-Tha%C3%AF.J-ATT,0277431988,EisxMTDlj7DngaPlj7DljJfluILkv6HnvqnljYDmnb7lo73ot68xMuiZnzEwIh4aHAoWChQKEglbxR-xsKtCNBFwBCAVwbZsjRICMTA,25.03531,121.5660665
38,時光小酒館 Bistro,4.9,臺北市中山區八德路二段289號,300.0,https://ifoodie.tw/restaurant/5f3006832756dd48e1dd680a-%E6%99%82%E5%85%89%E5%B0%8F%E9%85%92%E9%A4%A8-Bistro,0227773510,ChIJq01gTtmrQjQR0IClXiNuyA8,25.0471932,121.5418162
39,Clear-Cut Bar,5.0,臺北市信義區嘉興街12號,300.0,https://ifoodie.tw/restaurant/5efea5372261397a935c81c4-Clear-Cut-Bar,ClearCut Bar,ChIJM3U4GsqrQjQRrQwhNiPlnM8,25.0320607,121.5582979
40,Open開房間桌遊餐酒館,4.8,臺北市大安區辛亥路二段145號一樓,400.0,https://ifoodie.tw/restaurant/5f3f459002935e4d2651cc85-Open%E9%96%8B%E6%88%BF%E9%96%93%E6%A1%8C%E9%81%8A%E9%A4%90%E9%85%92%E9%A4%A8,0227371868,EjYxMDblj7DngaPlj7DljJfluILlpKflronljYDovpvkuqXot6_kuozmrrUxNDXomZ_kuIDmqJMiIhogChYKFAoSCekC74AoqkI0EY6LwM9pei3jEgbkuIDmqJM,25.021716,121.539978
41,燒桶子韓風立燒,4.3,臺北市大安區延吉街99號,600.0,https://ifoodie.tw/restaurant/559d48c7c03a103ee86c5d17-%E7%87%92%E6%A1%B6%E5%AD%90%E9%9F%93%E9%A2%A8%E7%AB%8B%E7%87%92,0227219192,ChIJ3_v-n8arQjQRO1tlFHS-was,25.043331600000002,121.5540896
42,光一肆號,4.2,臺北市大安區新生南路三段76巷2號,450.0,https://ifoodie.tw/restaurant/5ad3752222613912b901ea63-%E5%85%89%E4%B8%80%E8%82%86%E8%99%9F,0223622211,ChIJl4KjDYmpQjQRwcvkHOhlpP8,25.019228,121.53354109999998
43,HOLOLAND Shisha Lounge,4.7,臺北市大安區忠孝東路四段181巷35弄8號,700.0,https://ifoodie.tw/restaurant/5f882dc7d6895d5b7ed2550a-HOLOLAND-Shisha-Loun,0287716158,ChIJI8mFX8SrQjQRtzI1pMBkZmY,25.0438875,121.55126609999998
44,心潮飯店 Sinchao Rice Shoppe,4.1,臺北市信義區忠孝東路五段68號2樓,350.0,https://ifoodie.tw/restaurant/5e3d729e2756dd6fdd794ecc-%E5%BF%83%E6%BD%AE%E9%A3%AF%E5%BA%97-Sinchao-Rice-Sh,0227239976,EjMxMTDlj7DngaPlj7DljJfluILkv6HnvqnljYDlv6DlrZ3mnbHot6_kupTmrrU2OOiZnzIiHRobChYKFAoSCdWs6ey7q0I0EQ_PhwASOwIXEgEy,25.0399434,121.56688009999999
45,TEXAS ROADHOUSE 德州鮮切牛排,3.8,臺北市信義區松高路16號3樓,517.0,https://ifoodie.tw/restaurant/559d6b5ec03a103ee86c7403-TEXAS-ROADHOUSE-%E5%BE%B7%E5%B7%9E%E9%AE%AE%E5%88%87,0227251030,EioxMTDlj7DngaPlj7DljJfluILkv6HnvqnljYDmnb7pq5jot68xNuiZnzMiHRobChYKFAoSCXerjkq6q0I0EUG4AcWY28weEgEz,25.0387252,121.56727959999999
46,Night Eleven,4.8,臺北市信義區吳興街284巷8號之3號,600.0,https://ifoodie.tw/restaurant/5d68fc41d6895d659882cf3d-Night-Eleven,0908680090,ChIJQRyAFkuqQjQR7x9UzpINrj4,25.0250299,121.563699
47,獅旨 日式餐酒 Lionz dining sake bar,4.8,臺北市大安區大安路一段51巷45號,800.0,https://ifoodie.tw/restaurant/5f4faa962756dd2485e73472-%E7%8D%85%E6%97%A8-%E6%97%A5%E5%BC%8F%E9%A4%90%E9%85%92-Lionz-dining,0287710115,ChIJvy3Y1tqrQjQRxmQWflHJ9xw,25.043216,121.54789299999999
48,台北酒驛 Turnout Taipei,4.7,臺北市松山區南京東路五段83號,600.0,https://ifoodie.tw/restaurant/5d480eee8c906d6504d79ebe-%E5%8F%B0%E5%8C%97%E9%85%92%E9%A9%9B-Turnout-Taipei,0225006591,ChIJgXUU05SrQjQROU76CrdSMwg,25.0516858,121.5599639
49,Time's Eat,4.3,臺北市士林區中正路223巷11號,500.0,https://ifoodie.tw/restaurant/55e498ba2756dd5141aeeaf9-Time's-Eat,0228834245,ChIJxTCYR6OuQjQRmu4BA8NwLBM,25.0949137,121.52643190000002
50,ULV Restaurant and Bar,4.5,臺北市大安區敦化南路一段160巷18號一樓,500.0,https://ifoodie.tw/restaurant/5cca9f7b2261396fc7ac624c-ULV-Restaurant-and-B,0287710828,Ej4xMDblj7DngaPlj7DljJfluILlpKflronljYDmlabljJbljZfot6_kuIDmrrUxNjDlt7cxOOiZn-S4gOaokyIiGiAKFgoUChIJcTeK19qrQjQR83lCNhlusfASBuS4gOaokw,25.0434326,121.5476639
51,Maison家 Chinese fusion,4.6,臺北市大安區光復南路290巷41號,400.0,https://ifoodie.tw/restaurant/5b200be12756dd3ae46a63af-Maison%E5%AE%B6-Chinese-fusi,0227217184,ChIJHfq9JsarQjQR6lb3UErenao,25.0392318,121.5559481
52,交易室 TRADERS' SOCIETY,4.5,臺北市松山區市民大道四段15號1樓,400.0,https://ifoodie.tw/restaurant/5f7b2c022756dd2e8ab5aed3-%E4%BA%A4%E6%98%93%E5%AE%A4-TRADERS'-SOCIETY,0227216077,EjMxMDXlj7DngaPlj7DljJfluILmnb7lsbHljYDluILmsJHlpKfpgZPlm5vmrrUxNeiZnzEiHRobChYKFAoSCR_OnLnbq0I0ET46cfS32YmBEgEx,25.0451902,121.54535120000001
53,GiliGili KOREA Bbq&rice韓國釜山餐酒館,4.2,臺北市中山區天津街16號,1200.0,https://ifoodie.tw/restaurant/586be9d32756dd757bb8f8e3-GiliGili-KOREA-Bbq%26r,0225230678,ChIJ8X7QS26pQjQRC7NuTH4NQt0,25.0484305,121.52240359999999
54,Cantine Marais 瑪黑餐酒,4.7,臺北市松山區八德路三段8巷36號1F,400.0,https://ifoodie.tw/restaurant/5f7da2a502935e4c18075d23-Cantine-Marais-%E7%91%AA%E9%BB%91%E9%A4%90%E9%85%92,0227221987,EjUxMDXlj7DngaPlj7DljJfluILmnb7lsbHljYDlhavlvrfot6_kuInmrrU45be3MzbomZ8xRiIiGiAKGhIYChQKEgm5KG5ew6tCNBHGkI9QfrUQ3hAkEgIxRg,25.0457844,121.54968329999998
55,拉圖爾酒廠餐廳La Tour Bistronomy,4.5,臺北市中正區延平南路84巷8號,1200.0,https://ifoodie.tw/restaurant/5e2314802756dd6166092134-%E6%8B%89%E5%9C%96%E7%88%BE%E9%85%92%E5%BB%A0%E9%A4%90%E5%BB%B3La-Tour-Bistr,0223889899,EjAxMDDlj7DngaPlj7DljJfluILkuK3mraPljYDlu7blubPljZfot684NOW3tzjomZ8iGhIYChQKEglLTeUKDKlCNBFevz5taA5LxxAI,25.044619600000004,121.50974140000001
56,英雄塚,4.8,臺北市信義區松隆路9巷32號,400.0,https://ifoodie.tw/restaurant/5d244e5e2261393c4e34a9c1-%E8%8B%B1%E9%9B%84%E5%A1%9A,0227658933,ChIJyVR1tL2rQjQRcJ3zj62bUBQ,25.0444793,121.5673256
57,Bar Weekend,4.8,臺北市大安區信義路三段147巷18號,700.0,https://ifoodie.tw/restaurant/5e7f304ed6895d46c24c44f6-Bar-Weekend,0227018196,ChIJq4kFEtSrQjQRplht6NdKVzk,25.0360889,121.5418351
58,DOMANI,4.4,臺北市大安區建國南路一段65巷7號,500.0,https://ifoodie.tw/restaurant/58e490a4f524681f90fb03c0-DOMANI,0287723355,ChIJT0jRD9irQjQRPEUkwHQebkU,25.044057000000002,121.5376894
59,Bar Mood Taipei 吧沐,4.5,臺北市大安區敦化南路一段160巷53號,1200.0,https://ifoodie.tw/restaurant/5ecfc9342756dd07a27ff04a-Bar-Mood-Taipei-%E5%90%A7%E6%B2%90,0905773621,ChIJFxkk4tqrQjQRHa8IwSyA4yw,25.043701300000002,121.54663049999999
60,JAPOLI義大利餐酒館,4.6,臺北市大安區忠孝東路四段49巷2號B1,450.0,https://ifoodie.tw/restaurant/5633b2ad2756dd46cfcfdc6c-JAPOLI%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%A4%90%E9%85%92%E9%A4%A8,0227316633,EjgxMDblj7DngaPlj7DljJfluILlpKflronljYDlv6DlrZ3mnbHot6_lm5vmrrU0OeW3tzLomZ9CMSIeGhwKFgoUChIJq4zTYtqrQjQR8SG2kwwP7gcSAkIx,25.042205399999997,121.54538079999999
61,花酒藏,4.5,臺北市大安區安和路一段33號,500.0,https://ifoodie.tw/restaurant/559de16fc03a103ee86cb9ae-%E8%8A%B1%E9%85%92%E8%97%8F,0227319266,ChIJeW_poc-rQjQReSWAJWr37xU,25.038791399999997,121.55085559999999
62,甘釜京燒肉韓食餐酒館 市民店,4.8,臺北市松山區市民大道四段133號,500.0,https://ifoodie.tw/restaurant/5f6cac022756dd64f219f64c-%E7%94%98%E9%87%9C%E4%BA%AC%E7%87%92%E8%82%89%E9%9F%93%E9%A3%9F%E9%A4%90%E9%85%92%E9%A4%A8-%E5%B8%82%E6%B0%91%E5%BA%97,0225772511,ChIJvXmGkMSrQjQRXy6kC6L_jr0,25.0448891,121.550421
63,Schumann's Bistro No. 6 南京店,4.3,臺北市松山區南京東路三段303巷8弄11號,800.0,https://ifoodie.tw/restaurant/5de7417a8c906d1d1903367d-Schumann's-Bistro-No,0227188108,ChIJtV2FweerQjQRw4XymeOFBIY,25.053049899999998,121.547308
64,ABV Bar & Kitchen 酒精濃度 地中海餐廳,4.7,臺北市大安區光復南路260巷39號,500.0,https://ifoodie.tw/restaurant/55b9419940b5e303a1d567eb-ABV-Bar-%26-Kitchen-%E9%85%92%E7%B2%BE,0287718114,ChIJkXZFPsarQjQR-7QYo0ZEEFU,25.040155300000002,121.55564809999998
65,Lazy Point,4.4,臺北市內湖區洲子街78號,800.0,https://ifoodie.tw/restaurant/5a7ab65f2756dd7bff171fe3-Lazy-Point,0287515509,ChIJT8IgZWWsQjQRchGArBDH6wQ,25.0795694,121.57185929999999
66,Hush Taipei 餐酒館,4.6,臺北市大安區市民大道四段34號,800.0,https://ifoodie.tw/restaurant/5de4841d8c906d1934df3866-Hush-Taipei-%E9%A4%90%E9%85%92%E9%A4%A8,0227789069,ChIJ2_ftp9urQjQRcFIUF9dT2yE,25.0448262,121.54532009999998
67,Buckskin Yakiniku 柏克金燒肉屋,4.2,臺北市中山區南京東路二段1號2樓,500.0,https://ifoodie.tw/restaurant/5cf621ea23679c0d84a989e2-Buckskin-Yakiniku-%E6%9F%8F%E5%85%8B,0225210882,EjQxMDQ5MeWPsOeBo-WPsOWMl-W4guS4reWxseWNgOWNl-S6rOadsei3r-S6jOautTHomZ8yIh0aGwoWChQKEgk3BrtdZqlCNBEPTRc5qjX6_hIBMg,25.0523303,121.5279494
68,1492 餐廳,4.3,臺北市大安區樂利路30號,7500.0,https://ifoodie.tw/restaurant/5f33b1e8d6895d02d46edf04-1492-%E9%A4%90%E5%BB%B3,0227320128,ChIJ-84IATOqQjQRNQVS71dAylo,25.027020699999998,121.5514307
69,INGE'S Bar&Grill 台北萬豪酒店,4.0,臺北市中山區樂群二路199號20樓,1000.0,https://ifoodie.tw/restaurant/57d057032756dd05d485aa7d-INGE'S-Bar%26Grill-%E5%8F%B0%E5%8C%97%E8%90%AC,0221757997,EjExMDQ5MeWPsOeBo-WPsOWMl-W4guS4reWxseWNgOaogue-pOS6jOi3rzE5OeiZnzIwIh4aHAoWChQKEgkrhgmtcqxCNBHjURX4iNUFhxICMjA,25.0804505,121.55894209999998
70,歐風館自助餐廳 大倉久和大飯店,4.2,臺北市中山區南京東路一段9號2F,2500.0,https://ifoodie.tw/restaurant/559d675ac03a103ee86c7135-%E6%AD%90%E9%A2%A8%E9%A4%A8%E8%87%AA%E5%8A%A9%E9%A4%90%E5%BB%B3-%E5%A4%A7%E5%80%89%E4%B9%85%E5%92%8C%E5%A4%A7%E9%A3%AF%E5%BA%97,0225231111,EjUxMDQ5MeWPsOeBo-WPsOWMl-W4guS4reWxseWNgOWNl-S6rOadsei3r-S4gOautTnomZ8yRiIeGhwKFgoUChIJXyK30WipQjQRQC7Rv1RmemwSAjJG,25.0525475,121.5232747
71,T+T 餐酒館,4.6,臺北市松山區敦化北路165巷11號,500.0,https://ifoodie.tw/restaurant/5e72e881d6895d43cf36913d-T%2BT-%E9%A4%90%E9%85%92%E9%A4%A8,0227199191,ChIJKXQL3eirQjQRQ-UAvoALH10,25.0548598,121.5507086
72,狗毛 Hair of the Dog,4.8,臺北市大安區延吉街70巷5弄1號,750.0,https://ifoodie.tw/restaurant/5f648a1402935e0964178fa2-%E7%8B%97%E6%AF%9B-Hair-of-the-Dog,0901369246,ChIJjQ6WK8SrQjQRlbxn5Hxr1mM,25.0423087,121.553797
73,香色,3.8,臺北市中正區湖口街1之2號,1500.0,https://ifoodie.tw/restaurant/559dbc52c03a103ee86ca27b-%E9%A6%99%E8%89%B2,0223581819,ChIJ1ZdYUZ-pQjQRdfmFohRW3xk,25.0331087,121.5145797
74,Green Door,4.5,臺北市中山區德惠街6之1號,500.0,https://ifoodie.tw/restaurant/5f71f5ee02935e784fc64621-Green-Door,0225911818,ChIJcdrBckWpQjQRbdvetQPKViQ,25.0666051,121.52333190000002
