,name,rating,address,ave_price,url,tel,crawl_result,lat_lng,place_id
20,Le Ming麵食精釀餐酒館 台北中山店,4.6,臺北市中山區中山北路一段135巷1號,300.0,https://ifoodie.tw/restaurant/5f3d35962756dd0a83ee64b4-Le-Ming%E9%BA%B5%E9%A3%9F%E7%B2%BE%E9%87%80%E9%A4%90%E9%85%92%E9%A4%A8-%E5%8F%B0%E5%8C%97%E4%B8%AD%E5%B1%B1%E5%BA%97,0225813501,"{'candidates': [{'geometry': {'location': {'lat': 25.0513834, 'lng': 121.5227655}, 'viewport': {'northeast': {'lat': 25.05289992989272, 'lng': 121.5241653298927}, 'southwest': {'lat': 25.05020027010728, 'lng': 121.5214656701073}}}, 'place_id': 'ChIJpUdlKW-pQjQRqEgiPStfgEA'}], 'status': 'OK'}","[25.0513834, 121.5227655]",ChIJpUdlKW-pQjQRqEgiPStfgEA
21,LORE Taipei,4.2,臺北市中正區信義路二段259號1樓,600.0,https://ifoodie.tw/restaurant/5f9be7eb2261392f566e483a-LORE-Taipei,0223515673,"{'candidates': [{'geometry': {'location': {'lat': 25.033883, 'lng': 121.531609}, 'viewport': {'northeast': {'lat': 25.03512857989272, 'lng': 121.5329547298928}, 'southwest': {'lat': 25.03242892010728, 'lng': 121.5302550701073}}}, 'place_id': 'EjExMDDlj7DngaPlj7DljJfluILkuK3mraPljYDkv6Hnvqnot6_kuozmrrUyNTnomZ8xIh0aGwoWChQKEgkHwIX-galCNBEmZfi28W8unxIBMQ'}], 'status': 'OK'}","[25.033883, 121.531609]",EjExMDDlj7DngaPlj7DljJfluILkuK3mraPljYDkv6Hnvqnot6_kuozmrrUyNTnomZ8xIh0aGwoWChQKEgkHwIX-galCNBEmZfi28W8unxIBMQ
22,Bottless 非瓶,4.4,台北市松山區慶城街26號,1000.0,https://ifoodie.tw/restaurant/5eb111abd6895d1de0e5f46b-Bottless-%E9%9D%9E%E7%93%B6,0225140089,"{'candidates': [{'geometry': {'location': {'lat': 25.0538776, 'lng': 121.5458432}, 'viewport': {'northeast': {'lat': 25.05526467989272, 'lng': 121.5471400798927}, 'southwest': {'lat': 25.05256502010728, 'lng': 121.5444404201073}}}, 'place_id': 'ChIJKf9fpuerQjQRBOGBq9ACem8'}], 'status': 'OK'}","[25.0538776, 121.5458432]",ChIJKf9fpuerQjQRBOGBq9ACem8
23,Parko Parco 義大利牛肚包 中山店,4.5,臺北市大同區赤峰街8巷20之1號,500.0,https://ifoodie.tw/restaurant/5f8afe1d2756dd258386b935-Parko-Parco-%E7%BE%A9%E5%A4%A7%E5%88%A9%E7%89%9B%E8%82%9A%E5%8C%85-%E4%B8%AD,0225508976,"{'candidates': [{'geometry': {'location': {'lat': 25.0538074, 'lng': 121.5186808}, 'viewport': {'northeast': {'lat': 25.05518042989272, 'lng': 121.5200230798927}, 'southwest': {'lat': 25.05248077010728, 'lng': 121.5173234201072}}}, 'place_id': 'ChIJ32bX7WupQjQRabkgbtuGBmU'}], 'status': 'OK'}","[25.0538074, 121.5186808]",ChIJ32bX7WupQjQRabkgbtuGBmU
24,Last Order 餐酒館,4.6,臺北市萬華區漢口街二段75之1號,500.0,https://ifoodie.tw/restaurant/5a60e2b72756dd60a421a22d-Last-Order-%E9%A4%90%E9%85%92%E9%A4%A8,0223822789,"{'candidates': [{'geometry': {'location': {'lat': 25.046171, 'lng': 121.505139}, 'viewport': {'northeast': {'lat': 25.04746717989272, 'lng': 121.5064738798927}, 'southwest': {'lat': 25.04476752010727, 'lng': 121.5037742201073}}}, 'place_id': 'ChIJZbMVLw-pQjQRrojIUQPTyj8'}], 'status': 'OK'}","[25.046171, 121.505139]",ChIJZbMVLw-pQjQRrojIUQPTyj8
25,噶瑪蘭威士忌酒吧,4.8,臺北市中山區南京東路二段1號2樓,1200.0,https://ifoodie.tw/restaurant/5f5b88102756dd155d8f10dc-%E5%99%B6%E7%91%AA%E8%98%AD%E5%A8%81%E5%A3%AB%E5%BF%8C%E9%85%92%E5%90%A7,0225210880,"{'candidates': [{'geometry': {'location': {'lat': 25.0523303, 'lng': 121.5279494}, 'viewport': {'northeast': {'lat': 25.05359692989272, 'lng': 121.5292992798928}, 'southwest': {'lat': 25.05089727010728, 'lng': 121.5265996201073}}}, 'place_id': 'EjQxMDQ5MeWPsOeBo-WPsOWMl-W4guS4reWxseWNgOWNl-S6rOadsei3r-S6jOautTHomZ8yIh0aGwoWChQKEgk3BrtdZqlCNBEPTRc5qjX6_hIBMg'}], 'status': 'OK'}","[25.0523303, 121.5279494]",EjQxMDQ5MeWPsOeBo-WPsOWMl-W4guS4reWxseWNgOWNl-S6rOadsei3r-S6jOautTHomZ8yIh0aGwoWChQKEgk3BrtdZqlCNBEPTRc5qjX6_hIBMg
26,南村｜私廚‧小酒棧,4.5,臺北市大安區忠孝東路四段216巷33弄10號,1210.0,https://ifoodie.tw/restaurant/5867f4b62756dd7579b8f434-%E5%8D%97%E6%9D%91%EF%BD%9C%E7%A7%81%E5%BB%9A%E2%80%A7%E5%B0%8F%E9%85%92%E6%A3%A7,0227117272,"{'candidates': [{'geometry': {'location': {'lat': 25.0392884, 'lng': 121.5534896}, 'viewport': {'northeast': {'lat': 25.04069542989272, 'lng': 121.5548417798927}, 'southwest': {'lat': 25.03799577010728, 'lng': 121.5521421201072}}}, 'place_id': 'ChIJaVwVV8-rQjQR2Z9zT-npveo'}], 'status': 'OK'}","[25.0392884, 121.5534896]",ChIJaVwVV8-rQjQR2Z9zT-npveo
27,Book ing bar,4.7,台北市大安區仁愛路四段345巷15弄10號,300.0,https://ifoodie.tw/restaurant/5bab332923679c79775b6751-Book-ing-bar,0227754941,"{'candidates': [{'geometry': {'location': {'lat': 25.0387838, 'lng': 121.554466}, 'viewport': {'northeast': {'lat': 25.04019627989272, 'lng': 121.5558240798928}, 'southwest': {'lat': 25.03749662010728, 'lng': 121.5531244201073}}}, 'place_id': 'ChIJt154rsirQjQRz5bhJN1R1Ik'}], 'status': 'OK'}","[25.0387838, 121.554466]",ChIJt154rsirQjQRz5bhJN1R1Ik
28,CHENDU 94 心肝寶貝,4.6,台北市萬華區成都路94號,300.0,https://ifoodie.tw/restaurant/5d7b151c8c906d410ea08e97-CHENDU-94-%E5%BF%83%E8%82%9D%E5%AF%B6%E8%B2%9D,0223888694,"{'candidates': [{'geometry': {'location': {'lat': 25.043034, 'lng': 121.504387}, 'viewport': {'northeast': {'lat': 25.04441752989272, 'lng': 121.5057471298927}, 'southwest': {'lat': 25.04171787010728, 'lng': 121.5030474701073}}}, 'place_id': 'ChIJVZkNXwipQjQROhdh74kCK1c'}], 'status': 'OK'}","[25.043034, 121.504387]",ChIJVZkNXwipQjQROhdh74kCK1c
29,童裏心柑仔店ÖMAR放感情,4.8,臺北市大安區忠孝東路四段223巷20弄3號,600.0,https://ifoodie.tw/restaurant/5e8705802261395ba4b0b51c-%E7%AB%A5%E8%A3%8F%E5%BF%83%E6%9F%91%E4%BB%94%E5%BA%97%C3%96MAR%E6%94%BE%E6%84%9F%E6%83%85,0227711259,"{'candidates': [{'geometry': {'location': {'lat': 25.042583, 'lng': 121.5531777}, 'viewport': {'northeast': {'lat': 25.04388962989272, 'lng': 121.5545303798927}, 'southwest': {'lat': 25.04118997010728, 'lng': 121.5518307201072}}}, 'place_id': 'ChIJtf2DMcSrQjQRxnAje1bMghY'}], 'status': 'OK'}","[25.042583, 121.5531777]",ChIJtf2DMcSrQjQRxnAje1bMghY
30,Ulove羽樂歐陸創意料理,4.7,臺北市松山區南京東路四段162號,600.0,https://ifoodie.tw/restaurant/5ae367632756dd3a035aa679-Ulove%E7%BE%BD%E6%A8%82%E6%AD%90%E9%99%B8%E5%89%B5%E6%84%8F%E6%96%99%E7%90%86,0225782656,"{'candidates': [{'geometry': {'location': {'lat': 25.0513952, 'lng': 121.5566721}, 'viewport': {'northeast': {'lat': 25.05279362989272, 'lng': 121.5580236298927}, 'southwest': {'lat': 25.05009397010727, 'lng': 121.5553239701073}}}, 'place_id': 'ChIJMZReWeqrQjQRwtMLUZ1DMT4'}], 'status': 'OK'}","[25.0513952, 121.5566721]",ChIJMZReWeqrQjQRwtMLUZ1DMT4
31,She_Design tapas soju bar,4.5,臺北市信義區基隆路一段127號,800.0,https://ifoodie.tw/restaurant/57d59cf22756dd05d585abd8-She_Design-tapas-soj,0287873918,"{'candidates': [{'geometry': {'location': {'lat': 25.044506, 'lng': 121.566848}, 'viewport': {'northeast': {'lat': 25.04590472989272, 'lng': 121.5680986798927}, 'southwest': {'lat': 25.04320507010728, 'lng': 121.5653990201073}}}, 'place_id': 'ChIJATL2yr2rQjQRugVHEB-Oka4'}], 'status': 'OK'}","[25.044506, 121.566848]",ChIJATL2yr2rQjQRugVHEB-Oka4
32,Joseph Bistro 想想廚房,4.3,臺北市中山區松江路69巷13號,500.0,https://ifoodie.tw/restaurant/55a5fbe6c03a102ec1415c9e-Joseph-Bistro-%E6%83%B3%E6%83%B3%E5%BB%9A%E6%88%BF,0225081329,"{'candidates': [{'geometry': {'location': {'lat': 25.0494592, 'lng': 121.5343787}, 'viewport': {'northeast': {'lat': 25.05075297989272, 'lng': 121.5357267798927}, 'southwest': {'lat': 25.04805332010728, 'lng': 121.5330271201073}}}, 'place_id': 'ChIJpeXMgGGpQjQR8wcOT2S0PkU'}], 'status': 'OK'}","[25.0494592, 121.5343787]",ChIJpeXMgGGpQjQR8wcOT2S0PkU
33,大亨餐酒館 Rich Restaurant,4.7,臺北市中山區天津街63號1樓,1500.0,https://ifoodie.tw/restaurant/5f6d90fa2261393eb5508871-%E5%A4%A7%E4%BA%A8%E9%A4%90%E9%85%92%E9%A4%A8-Rich-Restauran,0225423388,"{'candidates': [{'geometry': {'location': {'lat': 25.0516192, 'lng': 121.5235351}, 'viewport': {'northeast': {'lat': 25.05298257989272, 'lng': 121.5248366298927}, 'southwest': {'lat': 25.05028292010727, 'lng': 121.5221369701072}}}, 'place_id': 'EiwxMDQ5MeWPsOeBo-WPsOWMl-W4guS4reWxseWNgOWkqea0peihlzYz6JmfMSIdGhsKFgoUChIJyd4kMm-pQjQRfR27iT3RoX0SATE'}], 'status': 'OK'}","[25.0516192, 121.5235351]",EiwxMDQ5MeWPsOeBo-WPsOWMl-W4guS4reWxseWNgOWkqea0peihlzYz6JmfMSIdGhsKFgoUChIJyd4kMm-pQjQRfR27iT3RoX0SATE
34,福旺珈琲餐館 Food-Wong Cafe',4.6,臺北市信義區忠孝東路五段524巷一弄7號,450.0,https://ifoodie.tw/restaurant/5d8a26612756dd52a98c48b8-%E7%A6%8F%E6%97%BA%E7%8F%88%E7%90%B2%E9%A4%90%E9%A4%A8-Food-Wong-Caf,0227271098,"{'candidates': [{'geometry': {'location': {'lat': 25.041325, 'lng': 121.579704}, 'viewport': {'northeast': {'lat': 25.04263927989272, 'lng': 121.5810763798927}, 'southwest': {'lat': 25.03993962010727, 'lng': 121.5783767201073}}}, 'place_id': 'ChIJRYyeqqGrQjQRTYYxNeKaMIs'}], 'status': 'OK'}","[25.041325, 121.579704]",ChIJRYyeqqGrQjQRTYYxNeKaMIs
35,BarTwo Taipei 吧吐,4.8,臺北市中山區新生北路二段68巷11號,1200.0,https://ifoodie.tw/restaurant/5f982d0e2756dd19316438e0-BarTwo-Taipei-%E5%90%A7%E5%90%90,0225818382,"{'candidates': [{'geometry': {'location': {'lat': 25.0564529, 'lng': 121.5267715}, 'viewport': {'northeast': {'lat': 25.05788157989272, 'lng': 121.5281304298927}, 'southwest': {'lat': 25.05518192010728, 'lng': 121.5254307701073}}}, 'place_id': 'ChIJLQZ0X12pQjQRY4RZ90qYnH4'}], 'status': 'OK'}","[25.0564529, 121.5267715]",ChIJLQZ0X12pQjQRY4RZ90qYnH4
